File,aid,Date,0,1,2,4,5,6
QA_2019293_aid0001,aid0001,2019-10-20,4382.0,3558.0,67543.0,19904,8125,520143
QA_2019294_aid0001,aid0001,2019-10-21,977.0,786.0,3027.0,23302,13483,582080
QA_2019295_aid0001,aid0001,2019-10-22,644.0,217.0,2990.0,23652,15334,580818
QA_2019296_aid0001,aid0001,2019-10-23,708.0,403.0,3426.0,23516,12543,583059
QA_2019297_aid0001,aid0001,2019-10-24,3287.0,2377.0,14724.0,20902,8537,573828
QA_2019298_aid0001,aid0001,2019-10-25,918.0,411.0,2153.0,23384,10650,586139
QA_2019299_aid0001,aid0001,2019-10-26,1834.0,649.0,2109.0,22377,12293,584393
QA_2019300_aid0001,aid0001,2019-10-27,5602.0,1518.0,48129.0,18683,14220,535503
QA_2019301_aid0001,aid0001,2019-10-28,553.0,816.0,3519.0,23723,13062,581982
QA_2019302_aid0001,aid0001,2019-10-29,455.0,247.0,4286.0,23791,11538,583338
QA_2019303_aid0001,aid0001,2019-10-30,2915.0,879.0,3273.0,21280,9610,585698
QA_2019304_aid0001,aid0001,2019-10-31,,,,24257,12237,587161
QA_2019305_aid0001,aid0001,2019-11-01,452.0,205.0,558.0,23856,15198,583386
QA_2019306_aid0001,aid0001,2019-11-02,896.0,352.0,12265.0,23370,14469,572303
QA_2019307_aid0001,aid0001,2019-11-03,454.0,154.0,3561.0,23719,12475,583292
QA_2019308_aid0001,aid0001,2019-11-04,5393.0,873.0,2889.0,18802,9203,586495
QA_2019309_aid0001,aid0001,2019-11-05,7966.0,4108.0,23124.0,16296,7467,564694
QA_2019310_aid0001,aid0001,2019-11-06,9195.0,2005.0,3553.0,15049,12280,581573
QA_2019311_aid0001,aid0001,2019-11-07,10675.0,4900.0,90938.0,13651,10757,492734
QA_2019312_aid0001,aid0001,2019-11-08,7050.0,1866.0,7060.0,17185,10952,579542
QA_2019313_aid0001,aid0001,2019-11-09,6482.0,2463.0,12571.0,17757,8224,576158
QA_2019314_aid0001,aid0001,2019-11-10,8268.0,1510.0,18199.0,15998,9754,569926
QA_2019315_aid0001,aid0001,2019-11-11,6331.0,4174.0,15243.0,17852,8847,571208
QA_2019316_aid0001,aid0001,2019-11-12,8586.0,3344.0,42133.0,15701,12403,541488
QA_2019317_aid0001,aid0001,2019-11-13,10009.0,7476.0,182680.0,14247,7426,401817
QA_2019318_aid0001,aid0001,2019-11-14,7193.0,1815.0,33315.0,17084,12835,551413
QA_2019319_aid0001,aid0001,2019-11-15,13494.0,4638.0,43191.0,10803,6320,545209
QA_2019320_aid0001,aid0001,2019-11-16,9789.0,4438.0,19633.0,14409,7151,568235
QA_2019321_aid0001,aid0001,2019-11-17,1134.0,369.0,4980.0,23127,15054,578991
QA_2019322_aid0001,aid0001,2019-11-18,2817.0,1747.0,14203.0,21468,13108,570312
QA_2019323_aid0001,aid0001,2019-11-19,10330.0,6054.0,183975.0,13925,6937,402434
QA_2019324_aid0001,aid0001,2019-11-20,13000.0,4778.0,169957.0,11186,6317,418417
QA_2019325_aid0001,aid0001,2019-11-21,4353.0,1557.0,41763.0,19887,10350,545745
QA_2019326_aid0001,aid0001,2019-11-22,1728.0,1268.0,53009.0,22490,13382,531778
QA_2019327_aid0001,aid0001,2019-11-23,555.0,233.0,1550.0,23728,15383,582206
QA_2019328_aid0001,aid0001,2019-11-24,1141.0,1165.0,21082.0,23139,11943,565185
QA_2019329_aid0001,aid0001,2019-11-25,2795.0,2121.0,47764.0,21429,8642,540904
QA_2019330_aid0001,aid0001,2019-11-26,20108.0,9799.0,224589.0,4147,3512,361500
QA_2019331_aid0001,aid0001,2019-11-27,3727.0,1500.0,79911.0,20547,14209,503761
QA_2019332_aid0001,aid0001,2019-11-28,5692.0,3600.0,162832.0,18595,12637,420299
QA_2019333_aid0001,aid0001,2019-11-29,5072.0,2083.0,67258.0,19137,12530,517575
QA_2019334_aid0001,aid0001,2019-11-30,16097.0,7568.0,208641.0,8214,7811,375324
QA_2019335_aid0001,aid0001,2019-12-01,5177.0,1257.0,14323.0,19087,14953,568858
QA_2019336_aid0001,aid0001,2019-12-02,4668.0,1294.0,28427.0,19606,13944,555716
QA_2019337_aid0001,aid0001,2019-12-03,9452.0,7478.0,233796.0,14821,8423,349685
QA_2019338_aid0001,aid0001,2019-12-04,1723.0,2291.0,84353.0,22561,14015,498712
QA_2019339_aid0001,aid0001,2019-12-05,16469.0,8665.0,267585.0,7830,4783,318323
QA_2019340_aid0001,aid0001,2019-12-06,8329.0,3520.0,58569.0,15960,10287,526990
QA_2019341_aid0001,aid0001,2019-12-07,17139.0,8179.0,351061.0,7116,5868,234292
QA_2019342_aid0001,aid0001,2019-12-08,3360.0,3340.0,91631.0,20863,12180,492281
QA_2019343_aid0001,aid0001,2019-12-09,6741.0,3714.0,87426.0,17520,11899,496355
QA_2019344_aid0001,aid0001,2019-12-10,11631.0,6069.0,157808.0,12667,9032,426448
QA_2019345_aid0001,aid0001,2019-12-11,16589.0,10427.0,313955.0,7734,2559,272391
QA_2019346_aid0001,aid0001,2019-12-12,8344.0,3354.0,61652.0,15861,11157,523287
QA_2019347_aid0001,aid0001,2019-12-13,9340.0,4375.0,99853.0,14948,10837,484302
QA_2019348_aid0001,aid0001,2019-12-14,6409.0,4554.0,172956.0,17911,11329,410496
QA_2019349_aid0001,aid0001,2019-12-15,2376.0,1451.0,39133.0,21900,12778,546017
QA_2019350_aid0001,aid0001,2019-12-16,3909.0,1901.0,7314.0,20380,10307,579844
QA_2019351_aid0001,aid0001,2019-12-17,11252.0,3285.0,159082.0,13073,11728,425235
QA_2019352_aid0001,aid0001,2019-12-18,10961.0,3613.0,164503.0,13240,10960,420378
QA_2019353_aid0001,aid0001,2019-12-19,1860.0,1017.0,25514.0,22439,14950,557875
QA_2019354_aid0001,aid0001,2019-12-20,2034.0,1763.0,63044.0,22270,14363,520181
QA_2019355_aid0001,aid0001,2019-12-21,3051.0,1759.0,61960.0,21246,14575,521064
QA_2019356_aid0001,aid0001,2019-12-22,7479.0,5545.0,118418.0,16817,8716,466680
QA_2019357_aid0001,aid0001,2019-12-23,3788.0,3263.0,105727.0,20486,10366,480025
QA_2019358_aid0001,aid0001,2019-12-24,14421.0,9754.0,254887.0,9901,5343,329349
QA_2019359_aid0001,aid0001,2019-12-25,9225.0,2986.0,48554.0,15041,13387,534462
QA_2019360_aid0001,aid0001,2019-12-26,2596.0,1580.0,25697.0,21669,12734,559379
QA_2019361_aid0001,aid0001,2019-12-27,5437.0,2816.0,68465.0,18851,8525,519561
QA_2019362_aid0001,aid0001,2019-12-28,3906.0,2026.0,20743.0,20358,9915,566707
QA_2019363_aid0001,aid0001,2019-12-29,13118.0,3964.0,180056.0,11089,11633,403795
QA_2019364_aid0001,aid0001,2019-12-30,1542.0,1158.0,43347.0,22736,14804,540068
QA_2019365_aid0001,aid0001,2019-12-31,3667.0,3167.0,70957.0,20560,11065,514239
QA_2020001_aid0001,aid0001,2020-01-01,6305.0,3598.0,66695.0,18034,10473,518550
QA_2020002_aid0001,aid0001,2020-01-02,11985.0,4937.0,86368.0,12257,6033,502075
QA_2020003_aid0001,aid0001,2020-01-03,6222.0,2322.0,41941.0,17944,10114,545112
QA_2020004_aid0001,aid0001,2020-01-04,1225.0,1247.0,37188.0,23048,14333,546614
QA_2020005_aid0001,aid0001,2020-01-05,2013.0,1765.0,64668.0,22227,13492,519490
QA_2020006_aid0001,aid0001,2020-01-06,1880.0,2006.0,46570.0,22364,10883,539952
QA_2020007_aid0001,aid0001,2020-01-07,13822.0,6192.0,138773.0,10394,4683,449791
QA_2020008_aid0001,aid0001,2020-01-08,17591.0,9193.0,216549.0,6632,3757,369933
QA_2020009_aid0001,aid0001,2020-01-09,5219.0,4026.0,104146.0,19057,11283,479924
QA_2020010_aid0001,aid0001,2020-01-10,3925.0,1835.0,38288.0,20361,13861,545385
QA_2020011_aid0001,aid0001,2020-01-11,4159.0,3404.0,86259.0,20101,10233,499499
QA_2020012_aid0001,aid0001,2020-01-12,8168.0,6388.0,180974.0,16118,6216,405791
QA_2020013_aid0001,aid0001,2020-01-13,8037.0,6375.0,118293.0,16171,6034,468745
QA_2020014_aid0001,aid0001,2020-01-14,5250.0,4361.0,109728.0,19025,9602,475689
QA_2020015_aid0001,aid0001,2020-01-15,9152.0,5658.0,126448.0,15165,10479,456753
QA_2020016_aid0001,aid0001,2020-01-16,12407.0,4433.0,68984.0,11951,11372,514508
QA_2020017_aid0001,aid0001,2020-01-17,12303.0,5681.0,128005.0,12038,8982,456646
QA_2020018_aid0001,aid0001,2020-01-18,6830.0,1906.0,91962.0,17457,12275,493225
QA_2020019_aid0001,aid0001,2020-01-19,17045.0,5722.0,209692.0,7195,9191,374810
QA_2020020_aid0001,aid0001,2020-01-20,677.0,379.0,10359.0,23681,16221,572338
QA_2020021_aid0001,aid0001,2020-01-21,3485.0,4515.0,106791.0,20822,11712,476330
QA_2020022_aid0001,aid0001,2020-01-22,5995.0,2238.0,23312.0,18241,12954,560915
QA_2020023_aid0001,aid0001,2020-01-23,12509.0,8227.0,244506.0,11758,3871,342784
QA_2020024_aid0001,aid0001,2020-01-24,16673.0,7041.0,164839.0,7531,5731,421840
QA_2020025_aid0001,aid0001,2020-01-25,6093.0,5100.0,145205.0,18156,10108,438993
QA_2020026_aid0001,aid0001,2020-01-26,8618.0,2688.0,110552.0,15663,13368,472766
QA_2020027_aid0001,aid0001,2020-01-27,5242.0,4175.0,91438.0,18992,10298,493510
QA_2020028_aid0001,aid0001,2020-01-28,5327.0,2510.0,58191.0,18810,10849,527968
QA_2020029_aid0001,aid0001,2020-01-29,13861.0,7294.0,143414.0,10366,5188,443532
QA_2020030_aid0001,aid0001,2020-01-30,11211.0,3380.0,73627.0,13058,10277,512102
QA_2020031_aid0001,aid0001,2020-01-31,3471.0,1628.0,26231.0,20830,14221,557274
QA_2020032_aid0001,aid0001,2020-02-01,5162.0,3218.0,52522.0,19060,11116,532577
QA_2020033_aid0001,aid0001,2020-02-02,7719.0,3279.0,71514.0,16478,9978,514687
QA_2020034_aid0001,aid0001,2020-02-03,5202.0,1871.0,33668.0,19043,9152,554719
QA_2020035_aid0001,aid0001,2020-02-04,7409.0,5037.0,36345.0,16795,7522,550547
QA_2020036_aid0001,aid0001,2020-02-05,2681.0,2539.0,60264.0,21628,13401,523142
QA_2020037_aid0001,aid0001,2020-02-06,1063.0,1030.0,18103.0,23159,13814,566486
QA_2020038_aid0001,aid0001,2020-02-07,2981.0,1505.0,14255.0,21287,11221,572406
QA_2020039_aid0001,aid0001,2020-02-08,3602.0,1340.0,12863.0,20555,9097,576198
QA_2020040_aid0001,aid0001,2020-02-09,7266.0,1952.0,109314.0,16965,9989,478169
QA_2020041_aid0001,aid0001,2020-02-10,1005.0,485.0,26255.0,23260,14246,558404
QA_2020042_aid0001,aid0001,2020-02-11,418.0,348.0,6576.0,23860,15239,577214
QA_2020043_aid0001,aid0001,2020-02-12,4146.0,2885.0,19163.0,20117,10483,566861
QA_2020044_aid0001,aid0001,2020-02-13,9436.0,3054.0,10815.0,14864,7763,577723
QA_2020045_aid0001,aid0001,2020-02-14,7984.0,4031.0,11411.0,16304,7310,576615
QA_2020046_aid0001,aid0001,2020-02-15,4431.0,3090.0,57441.0,19856,10679,528158
QA_2020047_aid0001,aid0001,2020-02-16,847.0,474.0,18082.0,23437,15542,565273
QA_2020048_aid0001,aid0001,2020-02-17,4180.0,3013.0,9263.0,20111,10768,576320
QA_2020049_aid0001,aid0001,2020-02-18,10142.0,4051.0,49915.0,14152,8631,536764
QA_2020050_aid0001,aid0001,2020-02-19,3363.0,1742.0,3819.0,20826,9078,584827
QA_2020051_aid0001,aid0001,2020-02-20,6348.0,2318.0,27583.0,17832,10496,559078
QA_2020052_aid0001,aid0001,2020-02-21,5719.0,3052.0,113556.0,18556,12542,470230
QA_2020053_aid0001,aid0001,2020-02-22,6390.0,2722.0,117181.0,17909,12165,467288
QA_2020054_aid0001,aid0001,2020-02-23,4402.0,2444.0,56454.0,19862,10173,530320
QA_2020055_aid0001,aid0001,2020-02-24,4387.0,1794.0,11891.0,19879,8628,577076
QA_2020056_aid0001,aid0001,2020-02-25,3489.0,1075.0,5396.0,20736,10514,582445
QA_2020057_aid0001,aid0001,2020-02-26,367.0,244.0,4214.0,23900,14206,580724
QA_2020058_aid0001,aid0001,2020-02-27,11546.0,2965.0,112452.0,12709,12702,471281
QA_2020059_aid0001,aid0001,2020-02-28,7583.0,4304.0,96668.0,16682,10380,488038
QA_2020060_aid0001,aid0001,2020-02-29,12587.0,6189.0,143563.0,11631,5920,443765
QA_2020061_aid0001,aid0001,2020-03-01,13351.0,4421.0,95888.0,10938,9160,489897
QA_2020062_aid0001,aid0001,2020-03-02,1306.0,802.0,20832.0,22928,12548,565239
QA_2020063_aid0001,aid0001,2020-03-03,419.0,345.0,8078.0,23870,15349,575594
QA_2020064_aid0001,aid0001,2020-03-04,6406.0,2515.0,9933.0,17805,11172,575824
QA_2020065_aid0001,aid0001,2020-03-05,10532.0,3849.0,44382.0,13663,8069,543160
QA_2020066_aid0001,aid0001,2020-03-06,10629.0,5889.0,88922.0,13513,6419,498283
QA_2020067_aid0001,aid0001,2020-03-07,4505.0,1487.0,46095.0,19675,13441,538452
QA_2020068_aid0001,aid0001,2020-03-08,10560.0,8238.0,206437.0,13733,7728,376959
QA_2020069_aid0001,aid0001,2020-03-09,4264.0,1876.0,45573.0,20004,13933,538005
QA_2020070_aid0001,aid0001,2020-03-10,8583.0,4077.0,96968.0,15693,9416,488918
QA_2020071_aid0001,aid0001,2020-03-11,5460.0,2824.0,98631.0,18770,7862,490108
QA_2020072_aid0001,aid0001,2020-03-12,14525.0,3002.0,183783.0,9682,8986,403677
QA_2020073_aid0001,aid0001,2020-03-13,10972.0,3980.0,102154.0,13350,10644,482555
QA_2020074_aid0001,aid0001,2020-03-14,15278.0,8911.0,257086.0,9016,7159,326205
QA_2020075_aid0001,aid0001,2020-03-15,10659.0,4292.0,131437.0,13666,11361,452240
QA_2020076_aid0001,aid0001,2020-03-16,10720.0,3101.0,187626.0,13457,11842,396909
QA_2020077_aid0001,aid0001,2020-03-17,9027.0,4730.0,105442.0,15184,9359,479913
QA_2020078_aid0001,aid0001,2020-03-18,3695.0,2197.0,163863.0,20578,13159,420163
QA_2020079_aid0001,aid0001,2020-03-19,5946.0,3501.0,185861.0,18323,12550,397474
QA_2020080_aid0001,aid0001,2020-03-20,11844.0,4485.0,176431.0,12396,9629,408870
QA_2020081_aid0001,aid0001,2020-03-21,5992.0,3318.0,65031.0,18293,9653,521368
QA_2020082_aid0001,aid0001,2020-03-22,15790.0,5112.0,110157.0,8437,6635,477524
QA_2020083_aid0001,aid0001,2020-03-23,11852.0,5942.0,112907.0,12355,6958,473641
QA_2020084_aid0001,aid0001,2020-03-24,8689.0,6662.0,200871.0,15593,9277,382563
QA_2020085_aid0001,aid0001,2020-03-25,4477.0,3645.0,117801.0,19822,11634,466276
QA_2020086_aid0001,aid0001,2020-03-26,3217.0,2438.0,85205.0,21101,10805,500889
QA_2020087_aid0001,aid0001,2020-03-27,8347.0,4714.0,81753.0,15866,6547,506428
QA_2020088_aid0001,aid0001,2020-03-28,9503.0,3107.0,146583.0,14742,11831,437889
QA_2020089_aid0001,aid0001,2020-03-29,3505.0,4743.0,117893.0,20757,10551,466206
QA_2020090_aid0001,aid0001,2020-03-30,2787.0,2000.0,44223.0,21493,14253,538899
QA_2020091_aid0001,aid0001,2020-03-31,8508.0,4524.0,181164.0,15727,9095,404637
QA_2020092_aid0001,aid0001,2020-04-01,5433.0,2148.0,34171.0,18735,8867,554301
QA_2020093_aid0001,aid0001,2020-04-02,1364.0,759.0,11229.0,22907,10827,576569
QA_2020094_aid0001,aid0001,2020-04-03,519.0,288.0,10838.0,23714,12796,575500
QA_2020095_aid0001,aid0001,2020-04-04,7489.0,9245.0,210404.0,16800,6791,372926
QA_2020096_aid0001,aid0001,2020-04-05,7131.0,3180.0,155057.0,17169,13191,427927
QA_2020097_aid0001,aid0001,2020-04-06,10189.0,5765.0,163274.0,14014,8269,422144
QA_2020098_aid0001,aid0001,2020-04-07,12453.0,5293.0,130528.0,11775,6537,457069
QA_2020099_aid0001,aid0001,2020-04-08,11364.0,5059.0,133183.0,12919,8392,452738
QA_2020100_aid0001,aid0001,2020-04-09,8373.0,4514.0,125172.0,15871,11463,458262
QA_2020101_aid0001,aid0001,2020-04-10,3581.0,2582.0,72561.0,20694,12373,511864
QA_2020102_aid0001,aid0001,2020-04-11,8684.0,3671.0,89504.0,15533,9188,497075
QA_2020103_aid0001,aid0001,2020-04-12,14818.0,4966.0,136826.0,9300,6048,451697
QA_2020104_aid0001,aid0001,2020-04-13,9394.0,2331.0,58742.0,14871,9440,528877
QA_2020105_aid0001,aid0001,2020-04-14,451.0,321.0,8506.0,23883,14085,576409
QA_2020106_aid0001,aid0001,2020-04-15,3068.0,2157.0,69287.0,21230,13446,514467
QA_2020107_aid0001,aid0001,2020-04-16,9942.0,3524.0,50997.0,14239,9800,535153
QA_2020108_aid0001,aid0001,2020-04-17,11893.0,5011.0,91332.0,12341,7621,495457
QA_2020109_aid0001,aid0001,2020-04-18,15868.0,7227.0,181789.0,8338,5535,404898
QA_2020110_aid0001,aid0001,2020-04-19,4085.0,2630.0,58807.0,20168,10627,527338
QA_2020111_aid0001,aid0001,2020-04-20,5219.0,4972.0,238124.0,19048,11071,345221
QA_2020112_aid0001,aid0001,2020-04-21,798.0,1087.0,49605.0,23436,12539,536190
QA_2020113_aid0001,aid0001,2020-04-22,7744.0,4193.0,113812.0,16490,7818,473598
QA_2020114_aid0001,aid0001,2020-04-23,4519.0,2341.0,18473.0,19733,8006,570583
QA_2020115_aid0001,aid0001,2020-04-24,2573.0,1894.0,30494.0,21621,9766,557307
QA_2020116_aid0001,aid0001,2020-04-25,3053.0,2768.0,72050.0,21255,12914,511615
QA_2020117_aid0001,aid0001,2020-04-26,3677.0,1012.0,40938.0,20567,13807,543654
QA_2020118_aid0001,aid0001,2020-04-27,4343.0,2537.0,36037.0,19862,10579,550297
QA_2020119_aid0001,aid0001,2020-04-28,8085.0,1355.0,10526.0,16106,8845,578738
QA_2020120_aid0001,aid0001,2020-04-29,16993.0,7925.0,186942.0,7223,5285,399287
QA_2020121_aid0001,aid0001,2020-04-30,3821.0,1445.0,24005.0,20357,13138,560889
QA_2020122_aid0001,aid0001,2020-05-01,933.0,622.0,18982.0,23334,15085,564699
QA_2020123_aid0001,aid0001,2020-05-02,7750.0,5167.0,146387.0,16467,7880,440004
QA_2020124_aid0001,aid0001,2020-05-03,1203.0,1230.0,19756.0,22956,9445,569065
QA_2020125_aid0001,aid0001,2020-05-04,2643.0,1296.0,4891.0,21586,10104,583135
QA_2020126_aid0001,aid0001,2020-05-05,4115.0,2521.0,18968.0,20067,10605,567379
QA_2020127_aid0001,aid0001,2020-05-06,700.0,410.0,25360.0,23601,15352,558232
QA_2020128_aid0001,aid0001,2020-05-07,851.0,392.0,12067.0,23380,13204,573761
QA_2020129_aid0001,aid0001,2020-05-08,8870.0,2063.0,10119.0,15308,9672,577623
QA_2020130_aid0001,aid0001,2020-05-09,17278.0,4996.0,9399.0,6972,5669,579341
QA_2020131_aid0001,aid0001,2020-05-10,15240.0,5311.0,35553.0,8913,6687,551951
QA_2020132_aid0001,aid0001,2020-05-11,3588.0,3916.0,58044.0,20695,11824,525588
QA_2020133_aid0001,aid0001,2020-05-12,7500.0,4894.0,128361.0,16748,10674,455478
QA_2020134_aid0001,aid0001,2020-05-13,7486.0,5271.0,103210.0,16798,9236,481654
QA_2020135_aid0001,aid0001,2020-05-14,3831.0,3584.0,94676.0,20365,9884,491315
QA_2020136_aid0001,aid0001,2020-05-15,7325.0,3571.0,25642.0,16908,7869,562340
QA_2020137_aid0001,aid0001,2020-05-16,2450.0,1092.0,38369.0,21752,14114,545878
QA_2020138_aid0001,aid0001,2020-05-17,9313.0,4243.0,133841.0,14995,11603,449660
QA_2020139_aid0001,aid0001,2020-05-18,8085.0,4974.0,116112.0,16203,9632,468649
QA_2020140_aid0001,aid0001,2020-05-19,3029.0,4314.0,115931.0,21143,7534,471704
QA_2020141_aid0001,aid0001,2020-05-20,3504.0,2226.0,32735.0,20710,9451,555029
QA_2020142_aid0001,aid0001,2020-05-21,1608.0,1780.0,24491.0,22595,11362,561819
QA_2020143_aid0001,aid0001,2020-05-22,905.0,729.0,36377.0,23377,15056,547211
QA_2020144_aid0001,aid0001,2020-05-23,1540.0,412.0,5267.0,22739,13252,580445
QA_2020145_aid0001,aid0001,2020-05-24,1856.0,1006.0,20536.0,22351,10769,567137
QA_2020146_aid0001,aid0001,2020-05-25,2983.0,475.0,4701.0,21223,9777,584496
QA_2020147_aid0001,aid0001,2020-05-26,7403.0,2536.0,11547.0,16714,9148,576307
QA_2020148_aid0001,aid0001,2020-05-27,9062.0,967.0,10007.0,15205,14376,574038
QA_2020149_aid0001,aid0001,2020-05-28,14319.0,1198.0,7807.0,9901,13564,576866
QA_2020150_aid0001,aid0001,2020-05-29,13946.0,6149.0,190801.0,10300,6815,395644
QA_2020151_aid0001,aid0001,2020-05-30,11865.0,4315.0,133031.0,12140,8816,453488
QA_2020152_aid0001,aid0001,2020-05-31,17338.0,9435.0,231905.0,6955,2994,355028
QA_2020153_aid0001,aid0001,2020-06-01,5728.0,2500.0,107964.0,18559,12745,476159
QA_2020154_aid0001,aid0001,2020-06-02,6707.0,2289.0,89693.0,17555,13332,494079
QA_2020155_aid0001,aid0001,2020-06-03,2508.0,958.0,25088.0,21766,12044,561291
QA_2020156_aid0001,aid0001,2020-06-04,8139.0,1057.0,9989.0,15953,9605,578912
QA_2020157_aid0001,aid0001,2020-06-05,18488.0,7884.0,149389.0,5741,4044,438109
QA_2020158_aid0001,aid0001,2020-06-06,1774.0,1973.0,66953.0,22394,11298,519263
QA_2020159_aid0001,aid0001,2020-06-07,2179.0,2356.0,65637.0,22091,13533,517859
QA_2020160_aid0001,aid0001,2020-06-08,891.0,1190.0,21697.0,23346,12437,564094
QA_2020161_aid0001,aid0001,2020-06-09,1738.0,1680.0,15954.0,22478,10000,571805
QA_2020162_aid0001,aid0001,2020-06-10,4242.0,2371.0,16190.0,20048,7930,572874
QA_2020163_aid0001,aid0001,2020-06-11,9127.0,4744.0,44089.0,15011,7194,543490
QA_2020164_aid0001,aid0001,2020-06-12,2035.0,2977.0,80591.0,22256,12874,502922
QA_2020165_aid0001,aid0001,2020-06-13,2425.0,3112.0,71362.0,21842,12214,512700
QA_2020166_aid0001,aid0001,2020-06-14,5586.0,1305.0,9453.0,18631,11170,577510
QA_2020167_aid0001,aid0001,2020-06-15,9488.0,6184.0,126827.0,14785,6275,460096
QA_2020168_aid0001,aid0001,2020-06-16,7609.0,2274.0,18730.0,16741,9095,569206
QA_2020169_aid0001,aid0001,2020-06-17,976.0,159.0,2533.0,23319,14134,582534
QA_2020170_aid0001,aid0001,2020-06-18,5918.0,864.0,4298.0,18350,14640,579585
QA_2020171_aid0001,aid0001,2020-06-19,12117.0,1732.0,8461.0,12095,11215,578035
QA_2020172_aid0001,aid0001,2020-06-20,15820.0,3793.0,6785.0,8337,6991,581929
QA_2020173_aid0001,aid0001,2020-06-21,12960.0,2065.0,5881.0,11292,9260,582197
QA_2020174_aid0001,aid0001,2020-06-22,11384.0,747.0,1178.0,12879,12106,585361
QA_2020175_aid0001,aid0001,2020-06-23,9132.0,661.0,25306.0,15141,14994,558421
QA_2020176_aid0001,aid0001,2020-06-24,10073.0,3208.0,129189.0,14105,10436,456644
QA_2020177_aid0001,aid0001,2020-06-25,12266.0,1896.0,62674.0,11899,9821,525099
QA_2020178_aid0001,aid0001,2020-06-26,13552.0,947.0,14628.0,10695,9423,574410
QA_2020179_aid0001,aid0001,2020-06-27,13257.0,1867.0,3811.0,10917,9712,584091
QA_2020180_aid0001,aid0001,2020-06-28,10303.0,2719.0,73250.0,13938,12750,510695
QA_2020181_aid0001,aid0001,2020-06-29,874.0,582.0,15963.0,23396,14193,568647
QA_2020182_aid0001,aid0001,2020-06-30,4829.0,813.0,5010.0,19377,11714,581912
QA_2020183_aid0001,aid0001,2020-07-01,10795.0,1557.0,8905.0,13346,8761,580291
QA_2020184_aid0001,aid0001,2020-07-02,5885.0,971.0,3652.0,18249,10526,584372
QA_2020185_aid0001,aid0001,2020-07-03,2490.0,422.0,1104.0,21721,14032,583886
QA_2020186_aid0001,aid0001,2020-07-04,433.0,88.0,1768.0,23836,15454,582076
QA_2020187_aid0001,aid0001,2020-07-05,439.0,16.0,3414.0,23817,12949,583020
QA_2020188_aid0001,aid0001,2020-07-06,2300.0,836.0,11105.0,21915,9735,577764
QA_2020189_aid0001,aid0001,2020-07-07,640.0,187.0,2572.0,23507,11141,585608
QA_2020190_aid0001,aid0001,2020-07-08,2483.0,452.0,1503.0,21737,12584,584896
QA_2020191_aid0001,aid0001,2020-07-09,3095.0,479.0,2496.0,21179,15176,581230
QA_2020192_aid0001,aid0001,2020-07-10,4212.0,907.0,19878.0,20040,12741,565877
QA_2020193_aid0001,aid0001,2020-07-11,1910.0,702.0,34363.0,22323,10958,553399
QA_2020194_aid0001,aid0001,2020-07-12,79.0,130.0,9269.0,24131,10091,579955
QA_2020195_aid0001,aid0001,2020-07-13,6166.0,1005.0,1495.0,17960,10624,586405
QA_2020196_aid0001,aid0001,2020-07-14,6369.0,766.0,2845.0,17895,14710,581070
QA_2020197_aid0001,aid0001,2020-07-15,5574.0,487.0,6022.0,18707,14156,578709
QA_2020198_aid0001,aid0001,2020-07-16,5278.0,445.0,12626.0,18903,12089,574314
QA_2020199_aid0001,aid0001,2020-07-17,7271.0,931.0,6792.0,16916,9178,582567
QA_2020200_aid0001,aid0001,2020-07-18,5990.0,498.0,2701.0,18221,10833,585412
QA_2020201_aid0001,aid0001,2020-07-19,8442.0,1071.0,9632.0,15806,13349,575355
QA_2020202_aid0001,aid0001,2020-07-20,8011.0,1850.0,30593.0,16250,13767,553184
QA_2020203_aid0001,aid0001,2020-07-21,8681.0,2824.0,70648.0,15541,10262,515699
QA_2020204_aid0001,aid0001,2020-07-22,14895.0,3931.0,32679.0,9189,7130,555831
QA_2020205_aid0001,aid0001,2020-07-23,10919.0,2141.0,9525.0,13300,9197,578573
QA_2020206_aid0001,aid0001,2020-07-24,6511.0,1513.0,7831.0,17726,11375,578699
QA_2020207_aid0001,aid0001,2020-07-25,5512.0,848.0,12484.0,18772,14891,571148
QA_2020208_aid0001,aid0001,2020-07-26,8362.0,990.0,24112.0,15880,12556,561755
QA_2020209_aid0001,aid0001,2020-07-27,11683.0,2686.0,37028.0,12524,9298,550436
QA_2020210_aid0001,aid0001,2020-07-28,11097.0,1040.0,3382.0,13100,9387,585649
QA_2020211_aid0001,aid0001,2020-07-29,14473.0,1246.0,839.0,9812,10185,587100
QA_2020212_aid0001,aid0001,2020-07-30,8158.0,964.0,1252.0,16169,14374,582738
QA_2020213_aid0001,aid0001,2020-07-31,3866.0,738.0,2900.0,20434,14058,581659
QA_2020214_aid0001,aid0001,2020-08-01,3257.0,957.0,4450.0,21006,11560,582425
QA_2020215_aid0001,aid0001,2020-08-02,10071.0,832.0,3380.0,14025,9365,585982
QA_2020216_aid0001,aid0001,2020-08-03,7755.0,559.0,1260.0,16491,10904,586686
QA_2020217_aid0001,aid0001,2020-08-04,9518.0,1265.0,6953.0,14626,13234,578059
QA_2020218_aid0001,aid0001,2020-08-05,6999.0,2692.0,30180.0,17285,12847,553652
QA_2020219_aid0001,aid0001,2020-08-06,4573.0,1046.0,20255.0,19645,11801,566335
QA_2020220_aid0001,aid0001,2020-08-07,3115.0,290.0,4699.0,21112,10306,584133
