NDVI,LST,TA,Class
0.39653565,283.3012114,5,No_fire
0.398882059,287.0357562,5,No_fire
0.401228468,284.9652595,5,No_fire
0.403574877,286.1927757,5,No_fire
0.405921286,285.9160459,5,No_fire
0.408267695,286.8151053,5,No_fire
0.410417093,288.1466563,5,No_fire
0.412566491,287.4970425,5,No_fire
0.41471589,289.1743797,5,No_fire
0.416865288,286.6305646,5,No_fire
0.419014686,286.5998304,5,No_fire
0.421164084,283.1869087,5,No_fire
0.423313482,283.3405063,5,No_fire
0.425462881,286.3560348,5,No_fire
0.427612279,285.015396,5,No_fire
0.429761677,284.7574113,5,No_fire
0.431911075,285.2950511,5,No_fire
0.434060473,286.089616,5,No_fire
0.436209872,281.7291377,5,No_fire
0.396547313,265.2716435,5,No_fire
0.390739403,271.8005193,5,No_fire
0.384931492,275.685155,5,No_fire
0.379123582,271.1440451,5,No_fire
0.373315672,267.5228921,5,No_fire
0.367507761,263.9017391,5,No_fire
0.361699851,271.3909184,5,No_fire
0.35589194,271.5259177,4,No_fire
0.35008403,271.660917,5,No_fire
